
Name                                                                            Value
Microsoft.Azure.Monitor.Workloads.Dev.Workload.WLILinuxExtension                0.2.10
Microsoft.CPlat.Core.NullWindows                                                4.0.0
Microsoft.ManagedServices.ApplicationHealthLinux                                2.0.19
Microsoft.Azure.NetworkWatcher.NetworkWatcherAgentWindows                       1.4.3783.1
Microsoft.CPlat.Core.Edp.VMApplicationManagerWindows                            1.0.12
Microsoft.CPlat.Core.RunCommandHandlerWindows                                   2.0.19
Microsoft.Azure.RecoveryServices.SiteRecovery2.LinuxUBUNTU2204                  1.0.0.9256
Microsoft.Azure.Monitor.Agent.AzureMonitoring                                   1.0.4.1
Microsoft.Azure.ServiceFabric.MC.Test.SfmcSetupLinux-Test                       1.1.0.0
Microsoft.Azure.Networking.SDN.AquariusLinux                                    1.6.0.0
Microsoft.Azure.SiteRecovery.Stage.LinuxSLES11SP4                               1.0.25.317
Symantec.SymantecEndpointProtection                                             12.1.7007.6505
Microsoft.Azure.Test.Identity.TestMSILinuxExtension                             1.0.0.7
Microsoft.HpcPack.LinuxNodeAgent2016                                            2.1.6.0
Microsoft.Azure.RecoveryServices.SiteRecovery2.LinuxDEBIAN9                     1.0.0.9256
Microsoft.HpcCompute.Edp.AmdGpuDriverLinux                                      1.0.0.3
Microsoft.Azure.RecoveryServices.SiteRecovery2.LinuxRHEL10                      1.0.0.9256
Microsoft.Azure.RecoveryServices.VMSnapshotLinux                                1.0.9225.0
Microsoft.Azure.SiteRecovery.Stage.LinuxOL10                                    1.0.25.317
Microsoft.Azure.Monitor.AzureMonitorLinuxAgent                                  1.37.3
Microsoft.AKS.Compute.AKS.Windows.AKSNode                                       2.100
Microsoft.AzureStackHCI.AzureMonitorAlerts.Internal                             0.0.0.5
Microsoft.Azure.ContainerUpstream.CAPZ.Windows.Bootstrapping                    1.0.0
Microsoft.Azure.Chaos.ChaosLinuxAgent                                           1.2.34
Microsoft.Azure.Extensions.Edp.LinuxHibernateTestExtension                      1.0.1
TrendMicro.PortalProtect.PortalProtectExtension                                 2.1
Microsoft.CPlat.Core.LinuxHibernateExtension                                    1.0.1
Microsoft.Azure.Batch.BatchWindows                                              1.0.201239
Microsoft.Azure.SiteRecovery.Stage.LinuxDEBIAN9                                 1.0.25.317
Microsoft.OSTCExtensions.VMAccessForLinux                                       1.5.21
Datadog.Agent.DatadogLinuxAgent                                                 8.0.0
Microsoft.Azure.SCOMMIServer.ScomServerForWindows                               2.0.11
Datadog.Agent.DatadogWindowsAgent                                               7.0.0
Microsoft.CPlat.Core.Edp.LinuxPatchExtension                                    1.6.5
Microsoft.Sentinel.AzureMonitorAgentExtensions.MicrosoftDnsAgent                1.4.10
Microsoft.Azure.Automation.HybridWorker.HybridWorkerForWindows                  1.3.63
Microsoft.Azure.ActiveDirectory.AADLoginForWindows                              2.2.0.0
Microsoft.Azure.Security.AzureDiskEncryption                                    2.5.0.6
Microsoft.HpcPack.HPCAcmAgentWin                                                1.0.18.0
Microsoft.Azure.ServiceFabric.PrivateTest.ServiceFabricLinuxNodeAlsantam        2.1.0.0
dynatrace.ruxit.oneAgentWindows                                                 2.300.0.1
Microsoft.Azure.RecoveryServices.SiteRecovery.LinuxRHEL7                        1.0.0.9256
Microsoft.Azure.AzureDefenderForServers.MDE.Windows                             1.0.15.0
dynatrace.ruxit.oneAgentManagedWindows                                          1.0.0.4
Microsoft.Azure.OSTelemetry.OSTelemetryForWindows                               1.1.4
Microsoft.Azure.SiteRecovery.Stage.LinuxOL8                                     1.0.25.317
Microsoft.HpcCompute.AmdGpuDriverLinux                                          1.0.0.3
Microsoft.WindowsAzure.Compute.AzureLogCollector                                1.0.0.9
Microsoft.Azure.RecoveryServices.Edp.VMSnapshot                                 1.0.39.0
Microsoft.VisualStudio.Azure.ETWTraceListenerService.VSETWTraceListenerService  1.0.0.0
turtletraction.oss.salt-minion.linux                                            1.1.0.0
Microsoft.Azure.SiteRecovery2.Test.LinuxOL8                                     1.5.25.333
Microsoft.Azure.SiteRecovery.Stage.LinuxUBUNTU2204                              1.0.25.317
Microsoft.CPlat.Core.VMApplicationManagerLinux                                  1.0.16
TeamViewer.AzureVMExtension.TeamViewerExtension                                 1.0.0.1
KevlarExtensions.M365SecurityInventory.StarboardSherpaExtension                 1.23.0.0
Microsoft.Security.CRED.Defender.Credactor                                      1.2.1
Spektra.Cloudlabs.CloudLabsWindowsAgent                                         0.0.0.17
Microsoft.Azure.SiteRecovery.Stage.LinuxUBUNTU1404                              1.0.25.317
Microsoft.VisualStudio.Services.TeamServicesAgentLinux                          1.26.2.0
Microsoft.Azure.KeyVault.KeyVaultForLinux                                       3.5.3041.185
Microsoft.CPlat.Core.NullSeqB                                                   2.0.1
Microsoft.CPlat.ProxyAgent.ProxyAgentLinux                                      1.0.36
Microsoft.Azure.HardwareHealthService.AzureHardwareHealthExtensionForWindows    1.0.0.5
Microsoft.Azure.Security.VMBackupForLinuxExtension                              0.1.0.995
Microsoft.Azure.SiteRecovery.Stage.LinuxDEBIAN7                                 1.0.25.317
Microsoft.CPlat.ProxyAgent.ProxyAgentLinuxTest                                  1.0.36
Microsoft.ServicesHub.ADAssessmentPlus                                          1.7
Microsoft.Azure.Workloads.MonitoringExtensionWindows                            1.0.94.12
Microsoft.OSTCExtensions.Edp.DSCForLinux                                        3.8.10
Microsoft.SqlServer.Management.SqlIaaSAgent                                     2.0.221.0
Microsoft.Azure.RecoveryServices.SiteRecovery2.LinuxDEBIAN10                    1.0.0.9256
Microsoft.M365Security.Kevlar.Test.HostIDSExtension-NON-PROD                    1.0.0.9
Microsoft.CPlat.Core.RunCommandWindows                                          1.1.22
Microsoft.Azure.Security.AntimalwareSignature.Edp.AntimalwareConfiguration      1.1.0.10
Microsoft.AKS.Compute.AKS-Engine.Windows.Billing                                1.0.0
Microsoft.Azure.ServiceFabric.MC.SfmcSetupLinux                                 1.1.0.0
Chef.Bootstrap.WindowsAzure.ChefClient                                          1210.14.1.2
Microsoft.Azure.HybridFabric.HybridFabricAgentForWindows                        1.0.0
Microsoft.Azure.SiteRecovery.Stage.Linux                                        1.0.25.317
Microsoft.Azure.ActiveDirectory.LinuxSSH.AADLoginForLinux                       1.0.1588.3
Microsoft.CPlat.Core.OtherNullWindows                                           4.0.2
AlertLogic.Extension.AlertLogicLM                                               1.9.1.0
Microsoft.Azure.SiteRecovery2.Test.LinuxRHEL9                                   1.5.25.333
SentinelOne.WindowsExtension.WindowsExtension                                   1.4.16
Microsoft.Sentinel.AzureMonitorAgentExtensions.MicrosoftSapAgent                0.0.8
Microsoft.Azure.SiteRecovery.Test.LinuxUBUNTU1604                               1.5.25.333
Microsoft.GuestConfiguration.ConfigurationforWindows                            1.29.101.0
Microsoft.Azure.SiteRecovery2.Test.LinuxDEBIAN9                                 1.5.25.333
Microsoft.Azure.Diagnostics.LinuxDiagnostic                                     4.1.22
Microsoft.Azure.RecoveryServices.Edp.VMSnapshotLinux                            1.0.9151.0
Xitoring.XitogentWindows                                                        1.0.0.1
Microsoft.Azure.Security.WindowsAttestation.GuestAttestation                    1.0.1.41
SUSE.AzureHybridBenefit.AHBForSLES                                              1.0.6
Microsoft.ServicesHub.SPAssessment                                              1.7
Microsoft.Azure.RecoveryServices.SiteRecovery.LinuxUBUNTU1604                   1.0.0.9256
Microsoft.ServicesHub.ADSecurityAssessment                                      1.8
Microsoft.Azure.SiteRecovery.Stage.LinuxOL7                                     1.0.25.317
Microsoft.Azure.SiteRecovery.Test.Linux                                         1.5.25.333
Microsoft.OSTCExtensions.OSPatchingForLinux                                     2.3.0.1
Microsoft.Azure.SiteRecovery.Stage.LinuxOL9                                     1.0.25.317
dynatrace.ruxit.oneAgentLinux                                                   2.300.0.2
Site24x7.Site24x7ApmInsightExtn                                                 1.9.0.0
WAD2AI.Diagnostics.Test.IaaSDiagnostics                                         0.23.0.0
Microsoft.AdminCenter.AdminCenter                                               0.67.0.0
Microsoft.AdminCenter.AdminCenter.Test                                          0.47.0.0
Microsoft.Azure.AzureHybridBenefit.AHBForRHEL                                   1.0.4
Microsoft.Azure.Security.Monitoring.AzureSecurityLinuxAgent                     2.31.929
Tanium.Client.TaniumClientWindows                                               1.2.6.0
Microsoft.VisualStudio.Azure.RemoteDebug.VSRemoteDebugger                       1.1.4.0
Microsoft.ServicesHub.SFBAssessment                                             1.8
Microsoft.Azure.Security.Edp.ADETest                                            2.4.0.28
Tenable.NessusAgent.Linux                                                       1.0.1.4
Microsoft.M365Security.Kevlar.Test.SecureOSExtension-NON-PROD                   1.11.0.3
bmc.ctm.AgentWinExt                                                             9.0.0.1
TrendMicro.DeepSecurity.TrendMicroDSALinux                                      10.0.0.106
Microsoft.Azure.RecoveryServices.SiteRecovery2.LinuxSLES15                      1.0.0.9256
Microsoft.Azure.SiteRecovery2.Test.LinuxDEBIAN10                                1.5.25.333
Microsoft.ServicesHub.AssessmentPlatform                                        4.9
Microsoft.Powershell.DSC                                                        2.83.5
Microsoft.CPlat.Core.RunCommandLinux                                            1.0.9
Microsoft.Azure.ServiceFabric.MC.PrivateTest.SFMCBootstrapDSAS                  1.2.0.0
dynatrace.ruxit.dtmanaged                                                       1.4.0.13
Microsoft.AzureCAT.AzureEnhancedMonitoring.Test.MonitorX64Linux                 1.93.0.0
Microsoft.Azure.Extensions.Edp.RunCommandHandlerLinuxTest                       1.3.12
Microsoft.Azure.ServiceFabric.PrivateTest.ServiceFabricLinuxNodeAnmenard        1.1.0.1
Microsoft.Azure.RecoveryServices.SiteRecovery2.LinuxDEBIAN11                    1.0.0.9256
Microsoft.Azure.Extensions.Edp.RunCommandHandlerWindowsTest                     2.0.11
Microsoft.SqlServer.Management.Test.SqlIaaSAgentLinuxTest                       1.0.2.0
NewRelic.Infrastructure.Extensions.newrelic-infra                               1.2.15
Microsoft.Azure.Backup.Test.MyBackupTestLinuxInt                                1.0.9175.0
Microsoft.ManagedIdentity.ManagedIdentityExtensionForLinux                      1.0.0.14
KevlarExtensions.M365SecurityTLSExtension.TLSExtension                          1.14.0.0
Microsoft.M365.Cosmic.Compute.Windows.Node                                      2.16.0.0

